Name;URL;Location;Country;Industries;Industry Group;Description;Full Description or Description;Dealership;AV terminology;Transport ;Mobility;Status;Triangulation?;Layer_Member;Testing Layer
RideOS;rideos.ai;San Francisco;United States;Autonomous Vehicles, Mapping Services, Navigation, Software, Transportation;Navigation and Mapping, Software, Transportation;RideOS offers marketplaces/mapping services for ride-hailing fleets;rideOS’ mission is to accelerate the safe, global roll-out of next-generation transport. rideOS builds cutting-edge transportation marketplace and mapping technologies. rideOS collaborates with numerous partners, from Silicon Valley startups, to industrial OEMs, to companies operating ride-hailing services towards revolutionizing next-generation transport systems. Today, its ETA engine and self-driving vehicle routing service are used by mobility service companies to provide on-demand transportation. The startup consists of highly accomplished and experienced engineers that previously worked at companies like Google, Apple, Uber and Tesla. It was founded in 2017 and is based in San Francisco.;False;True;True;False;Active;AV;;
RIDER;riderworld.co;Paris;France;Autonomous Vehicles, Logistics, Machine Learning, Transportation;Artificial Intelligence (AI), Data and Analytics, Software, Transportation;Pragmatic autonomy for road freight carriers;We train machine learning models for autonomous driving and integrate them into the fleets of road freight carriers to help them reduce their fuel consumption by 10% and improve ETAs by 40%.;False;True;True;False;Active;AV;;
Roadlink.ai;www.roadlink.ai;Campbell;United States;—;—;Roadlink.ai is a computer hardware manufacturing company that specializes in the fields of information technology, GPS, and computers.;Roadlink.ai is a computer hardware manufacturing company that specializes in the fields of information technology, GPS, and computers. The company is driven by its mission is to improve city infrastructure and accelerate autonomous driving by connecting roads, pedestrians, and vehicles. Roadlink.ai was founded in 2018 and headquartered in California, United States.;False;True;False;False;;CB;;
Roadly;road.ly/;New York;United States;Autonomous Vehicles, Computer Vision, Crowdsourcing, Image Recognition, Mapping Services, Mobile, Software;Data and Analytics, Hardware, Mobile, Navigation and Mapping, Other, Software, Transportation;Mobile application for drivers to help them while on the road and simultaneously collect data for self driving cars;Mobile application for drivers to help them while on the road and simultaneously collect data for self driving cars.;False;True;False;False;Active;AV;;
Robby Technologies;robby.io/;Palo Alto;United States;Artificial Intelligence (AI), Autonomous Vehicles, Last Mile Transportation, Logistics, Robotics, Software;Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation;Robby Technologies is building self-driving robots to deliver food and packages autonomously to users' doorsteps.;Robby Technologies is building self-driving robots for last-mile delivery of food, groceries and packages. It was founded by two MIT PhDs in computer vision and robotics, selected into Y Combinator program in summer 2016, and featured by TechCrunch as one of the top startups. With the mission to make delivery affordable and convenient for everyone, Robby Technologies has partnered with customers globally including Fortune 500 companies.;False;True;True;False;Closed;AV;;
Robeff Technology;www.robeff.com/;Istanbul;Turkey;Autonomous Vehicles, Electric Vehicle, Last Mile Transportation;Transportation;Fully Autonomous On-road Delivery Platforms;Fully Autonomous On-road Delivery Platforms;False;True;True;False;Active;AV;;
Robo Industries Inc;www.robo-us.com;Houston;United States;Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Industrial Automation, Information Technology, Machine Learning, Robotics;Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Manufacturing, Science and Engineering, Software, Transportation;Build Autonomous Solutions to Transform the Way the Construction Industry Works.;ROBO is dedicated to building autonomous control solutions to transform the way the construction industry works. By upgrading off-the-shelf heavy equipment, such as bulldozers, excavators, and wheel loaders, with cutting-edge AI systems, ROBO’s technology enables construction machines to operate fully autonomously for higher productivity, lower cost, and better safety.;False;True;False;False;Active;AV;;
Robodisplay;www.robodisplay.com;Boston;United States;Advertising, Advertising Platforms, Autonomous Vehicles;Advertising, Sales and Marketing, Transportation;Patented autonomous vehicle advertising platform offering remote management and advertisement impression data.;Robodisplay is a patented autonomous vehicle advertising platform located in Boston, MA. Our technology is designed to blend the digital world with the physical world to provide meaningful ads to consumers. Using Robodisplay - marketers can simply deploy unique and colorful advertisements to an external display attached to a self-driving vehicle using our remote dashboard. Our image recognition technology attached to the display system provides marketers a deep understanding of who is viewing their digital advertisements, what time of day and where geographically they are gaining the highest amount of impressions. Our goal is to open up new opportunities for ride-hailing, freight, public transportation and QSR delivery providers to obtain new advertisement revenue streams or utilize our display technology to provide unique external messages for consumers to identify the vehicle.;False;True;True;True;Active;AV;;
Robomart;robomart.ai;Los Angeles;United States;Mobile Apps;Apps, Commerce and Shopping, Hardware, Mobile, Software;Robomart is building patented self-driving stores for retailers, helping them expand their footprint.;Robomart is building patented self-driving stores for retailers, helping them expand their footprint. Robomarts are engineered with cutting-edge technology, giving retailers a way to get goods to consumers through the model of store-hailing. Founded in 2018 by serial entrepreneurs with deep domain expertise in delivery, robotics, and retail, the company is venture-backed and on a mission to be the purveyor of mobile real estate.;False;True;True;False;;Orsay;;
RobotWits;www.robotwits.com/;Pittsburgh;United States;Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Industrial Automation, Software;Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software, Transportation;RobotWits specializes in developing state-of-the-art planning techniques for self-driving. It has been acquired by Waymo.;RobotWits specializes in developing state-of-the-art technologies for route planning, high-speed motion planning on highways, and etc. The company also specializes in other autonomous decisions such as planning under uncertainty, predicting the intentions of dynamic elements on the road such as other vehicles and pedestrians. RobotWits offers an algorithm for self-driving vehicles traveling at high-speeds. It has a prediction algorithms that analyzes surrounding vehicles, pedestrians, and other dynamic objects in the environment to determine their intentions. It also employs state-of-the-art search algorithms that allow us to find routes over large road networks in real-time.;False;True;False;False;Active;AV;;
Route Konnect;routekonnect.com;Cardiff;United Kingdom;Analytics, Autonomous Vehicles, Information Services, Information Technology, Infrastructure, Internet of Things, Machine Learning, Pollution Control;Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Other, Software, Sustainability, Transportation;Route Konnect is a AI based software company.;We develop Internet of Things (IoT) sensors for our infrastructure, to better improve emergency response times and connect autonomous vehicles. Our technology plans to collect real-time data, monitoring lane-by-lane data of traffic and road incidents, with the ultimate goal of improving efficiency of our road networks.;False;True;False;False;Active;AV;;
Rovco;www.rovco.com/;Bristol;City of;3D Technology, Autonomous Vehicles, Drones, Marine Technology, Project Management, Renewable Energy, Robotics;Administrative Services, Consumer Electronics, Consumer Goods, Energy, Hardware, Other, Science and Engineering, Software, Sustainability, Transportation;Rovco provides an autonomous underwater vehicle and remotely operated underwater vehicle technologies and support services.;Rovco designs an autonomous underwater vehicle or AUV and remotely operated underwater vehicle or ROV technologies and support services that optimizes how people manage and inspect subsea assets. Its technology offers the process of 3D photogrammetry that involves using high-resolution photos of a static object or site area taken from multiple angles and processed to generate a 3D vector model from point cloud data, enabling oil, gas, and renewables industry clients to evaluate their subsea assets for damage, corrosion or determining levels of marine growth and benefit from inspection related cost savings.;False;True;False;False;Active;AV;;
RRAI;rr.ai/;Clarksburg;United States;Automotive, Autonomous Vehicles, Information Technology;Information Technology, Transportation;RRAI is a vehicle autonomy company that provides autonomous driving solutions for defense, commercial and municipal applications.;RRAI is an industry-leading vehicle autonomy company providing autonomous driving solutions for defense, commercial and municipal applications. Founded in 2002, the Company has leveraged twenty years of experience customizing autonomous solutions to apply best practices across industries and become a trusted technology partner to the public and private sectors. From people to platforms, at home or overseas, RRAI is driven to make the way you move smarter, safer, and more efficient.;False;True;False;True;Active;AV;;
Sabanto;sabantoag.com;Chicago;United States;Agriculture, Autonomous Vehicles, Hardware, Industrial Automation, Robotics, Software;Agriculture and Farming, Hardware, Manufacturing, Science and Engineering, Software, Transportation;Sabanto provides a Farming-as-a-Service tool to accelerate autonomy in agricultural machinery.;Sabanto provides a Farming-as-a-Service tool to accelerate autonomy in agricultural machinery. Sabanto's core competency revolves around low-cost retrofits of existing agriculture machinery regardless of make or model, along with the development of supporting software to improve the utility of autonomous technology, thereby increasing producer ROI. Sabanto creates simple and cost-effective technologies that advance the future of agriculture.;False;True;False;False;Active;AV;;
SafeAD;www.linkedin.com/company/safead;Karlsruhe;Germany;Automotive;Hardware, Manufacturing, Transportation;SafeAD is autonomous driving at scale. It combines technological knowledge from various fields such as machine learning, computer vision.;SafeAD is autonomous driving at scale. It combines technological knowledge from various fields such as machine learning, computer vision, computer graphics, and sensor technology.;False;True;False;False;;CB;;
SafeAI;safeai.ai/;Santa Clara;United States;Artificial Intelligence (AI);Artificial Intelligence (AI), Data and Analytics, Natural Resources, Real Estate, Science and Engineering, Software;SafeAI develops autonomous driving technology for heavy-equipment vehicles used in the construction and mining industries.;SafeAI retrofits heavy equipment for autonomous applications in the mining and construction industries. SafeAI autonomous technology enables equipment owners to transform existing machines into self-operating robotic assets;False;True;False;False;;CB;;
Saha Robotik;saharobotik.com/;Kocaeli;Turkey;Autonomous Vehicles, Delivery, Robotics;Administrative Services, Hardware, Science and Engineering, Software, Transportation;SAHA: is a robotics company that offers autonomous mobile service and delivery robots powered by high-tech software at accessible costs.;SAHA: is a robotics company that offers autonomous mobile service robots powered by high-tech software at accessible costs, mainly for the HORECA, facility operation and retail industry.;False;True;False;False;Active;AV;;
Saikou Optics;www.saikouoptics.com;Orlando;United States;Autonomous Vehicles, Digital Media, Market Research, Technical Support;Data and Analytics, Design, Information Technology, Media and Entertainment, Other, Transportation;Saikou Optics specializes in developing a fully digital, multimodal lens system.;Saikou Optics specializes in developing a fully digital, multimodal lens system. Its lens designs will change the way cameras see the world, no longer will they be the analog eye into a digital world. It is enabling sensors to capture richer and deeper data. Its approach to lens design will trigger a seismic shift in what the world expects from camera systems in every field of application, from cinematography to autonomous vehicles, from running video surveillance systems to performing endoscopic surgery.;False;True;False;False;Active;AV;;
SBD Automotive;www.sbdautomotive.com/;Milton Keynes;United Kingdom;Automotive, Autonomous Vehicles, Consulting, Cyber Security, Electric Vehicle, Usability Testing;Data and Analytics, Design, Information Technology, Privacy and Security, Professional Services, Transportation;SBD provides independent research and consultancy, informing business decisions on the latest automotive technologies.;Automotive Research & Consultancy, Connected Car Telematics, Vehicle Security, Autonomous Vehicles & ADAS, Analytical Reports, System Usability Testing, End User Surveys, Industry and Market Forecasts, Technical and Market Trends, Competitor Benchmarking;False;True;False;False;Active;AV;;
Scale AI;scale.com;San Francisco;United States;Artificial Intelligence (AI);Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software;Scale AI is the data platform for AI, providing training data for leading machine learning teams.;Scale accelerates the development of AI applications by helping machine learning teams generate ground truth data. The company's LiDAR, video, and image annotation APIs allow self-driving, drone, and robotics teams at companies like Lyft, OpenAI, Zoox, Pinterest, and Airbnb focus on building differentiated models vs. labeling data.;False;True;False;False;;Orsay;;
Scantinel Photonics;scantinel.com/;Ulm;Germany;3D Technology, Automotive, Autonomous Vehicles;Hardware, Software, Transportation;Scantinel Photonics is a high-tech start-up developing next generation LiDAR technology for autonomous vehicles.;SCANTINEL PHOTONICS relies on coherent (FMCW) LiDAR to generate three-dimensional images of the environment, thus creating a reliable basis for autonomous navigation. The LiDAR technology from SCANTINEL PHOTONICS combines coherent ranging and spectral scanning on a solid-state platform. This allows an exact detection of the environment of the vehicle combined with high range, reliability, compactness, and low costs.;False;True;False;False;Active;AV;;
Scooterson;scooterson.com/;San Francisco;United States;Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Electric Vehicle, Last Mile Transportation, Sharing Economy, Transportation;Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software, Transportation;Intelligent electric vehicles of the future.;Scooterson Inc. is a technology start-up based in California, USA. The company aims to change the way people are moving into the cities. Using deep technologies like A.I., teleoperation and autonomous driving, Scooterson targets the personal mobility market and private fleet operators with the intelligent electric vehicles of the future.;False;True;False;False;Active;AV;;
Scotty Labs;www.scotty.ai/;Menlo Park;United States;Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Logistics, Robotics;Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation;Scotty Labs is reinventing the driving experience;Scotty Labs is a spin-out of SRI International. They are a driving company. They believe that the true opportunities for the future of autonomy lie in unlocking the ability for human and machine to work together to solve the most difficult problems driverless vehicles face. The path of progress for the autonomous vehicle is blocked by the idea that complete vehicle autonomy is the goal. They believe safe tele-operation subsumes level 5 autonomy, so instead of removing humans from the driving experience entirely, we’re keeping the humans in, virtually.;False;True;False;False;Closed;AV;;
Scythe;www.scytherobotics.com;Longmont;United States;Autonomous Vehicles, Machinery Manufacturing, Robotics;Hardware, Manufacturing, Science and Engineering, Software, Transportation;Scythe is a robotics company that develops autonomous machines for maintaining off-road environments.;Scythe Robotics is a robotics company that develops autonomous machines to tackle challenges in unstructured outdoor environments. Scythe aims to provide advanced and sustainable autonomous technology for maintaining off-road environments safely, effectively, and responsibly. Founded in 2018, Scythe is headquartered in Longmont, Colorado.;False;True;False;False;Active;AV;;
SEA Limited;sealimited.com;Columbus;United States;—;—;New vehicles are becoming more autonomous thanks to features;Ensure your autonomous driving system is compliant with customized guidance and evaluation software used to test and design criteria for autonomous vehicles. New vehicles are becoming more autonomous thanks to features like lane-keeping assistance, autonomous emergency braking, and other advanced driver assistance features.;False;True;False;False;;CB;;
Sea Machines Robotics;www.sea-machines.com;Boston;United States;Artificial Intelligence (AI), Autonomous Vehicles, Marine Transportation, Navigation, Robotics;Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software, Transportation;Sea Machines Robotics builds autonomous control and navigation systems for the commercial marine and boating industries.;"An autonomous technology company, Sea Machines Robotics builds autonomous control and navigation systems for the commercial marine and boating industries. It develops advanced control systems for boats and ships, and specialized unmanned surface vessels to enhance operational safety and productivity on the water. Sea Machines Robotics builds RC NXT, an autonomous control and remote command system for PLC-based wireless control of vessel in existing or new build marine vessels, such as work boats, tugs, and launches; and DP-NXT autonomous control system that upgrades traditional manually piloted vessels to be operated with a reduced or zero on-board crew. It offers solutions for various unmanned applications, such as unmanned bathymetric survey vessels, AUV-tender, unmanned visual inspection of subsea assets, mobile unmanned passive acoustic monitoring, and dual towing. Michaerl G. Johnson founded Sea Machines Robotics on January 4, 2014. It has its headquarters in Boston in Massachusetts.";False;True;False;False;Active;AV;;
Sedenius Engineering;sedenius.com/;Leipzig;Germany;Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Software;Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation;Sedenius Engineering is an automotive company that provides artificial intelligence, autonomous driving, and test drive support services.;Sedenius Engineering is an automotive company that provides artificial intelligence, autonomous driving, and test drive support services.;False;True;False;False;Active;AV;;
Seegrid;seegrid.com/;Pittsburgh;United States;Autonomous Vehicles, Industrial Automation, Logistics, Robotics, Supply Chain Management, Warehouse Automation;Hardware, Manufacturing, Science and Engineering, Software, Transportation;Seegrid is a provider of autonomous mobile robots (AMRs) and enterprise software for material handling.;Seegrid is a provider of autonomous mobile robots (AMRs) and enterprise software for material handling. The company's Palion AMRs — including Palion Lift, Palion Pallet Truck, and Palion Tow Tractor — deliver turnkey automation for the most challenging environments, solving for labor shortages, increasing throughput, and helping businesses across the supply chain improve overall productivity. Seegrid’s portfolio services extend from project design through user training, deployment, change management, and data-driven consultation, accelerating automation initiatives today and into the future.;False;True;True;False;Active;AV;;
SEEVA Technologies;www.seeva.tech/;Seattle;United States;Automotive, Autonomous Vehicles, Sensor;Hardware, Transportation;SEEVA Technologies is an automotive engineering company.;SEEVA Technologies is an automotive engineering startup that creates safety and perception enablement systems to help vehicles see better. At SEEVA, we're driven to solve how ADAS and autonomous vehicles will function when they encounter real-world conditions like mud, snow, freezing rain and bugs.;False;True;False;False;Active;AV;;
Seipee;www.seipee.it/;Campogalliano;Italy;Autonomous Vehicles, Electric Vehicle, Manufacturing;Manufacturing, Transportation;Seipee is an autonomous vehicle manufacturing company that produces custom and standard electric motors for every industrial application.;Seipee is an autonomous vehicle manufacturing company that produces custom and standard electric motors for every industrial application.;False;True;False;False;Active;AV;;
Self-Driving Coalition for Safer Streets;www.selfdrivingcoalition.org/;Washington;United States;Association, Automotive, Autonomous Vehicles, Public Safety, Transportation;Government and Military, Other, Transportation;Self-Driving Coalition for Safer Streets works to realize the safety and societal benefits of self-driving vehicles.;Ford, Lyft, Uber, Volvo Cars, and Waymo established the Self-Driving Coalition for Safer Streets in April 2016 to work with lawmakers, regulators, and the public to realize the safety and societal benefits of self-driving vehicles. The Coalition is also dedicated to working collaboratively with civic organizations, municipalities, and businesses to bring the vision of fully self-driving vehicles -- that is, vehicles that don’t require a driver -- to America's roads and highways. The U.S. Department of Transportation has projected that fully self-driving vehicles could significantly reduce the severity and frequency of crashes and fatalities. According to the National Highway Traffic Safety Administration (NHTSA), there were 35,000 fatalities on America's roads in 2015. An estimated 94% of road accidents are caused by human error, and motor vehicle crashes are the leading cause of death among young people, aged 15-29 years. Self-driving technology has the great potential to enhance public safety and mobility for the elderly and disabled, reduce traffic congestion, improve environmental quality, and advance transportation efficiency.;False;True;True;False;Active;AV;;
SELFTECH;selftech.com/;Paris;France;Autonomous Vehicles, Embedded Systems, Industrial Engineering, Robotics, Software;Hardware, Manufacturing, Science and Engineering, Software, Transportation;SELFTECH aims to bring state of the art robot based systems to their everyday life.;Driven to explore application opportunities in the emerging market of service robotics, SELFTECH aims to bring state of the art robot based systems to their everyday life. The company profile stands on a strong research and development base, with experience in the integration of diverse technologies from a variety of fundamental scientific domains. Founded in 2008, as a spin-off of the Lisbon's Institute for Systems and Robotics, their main focus is to develop robotic solutions, autonomous systems and hardware and software for embedded systems. From medical surgery to edutainment robots, from house cleaning to space exploration, robotic systems are everywhere nowadays and they are here to stay.;False;True;False;False;Active;AV;;
Sense Photonics;sensephotonics.com/;San Francisco;United States;Electronics;Consumer Electronics, Hardware, Manufacturing, Science and Engineering;Sense Photonics builds intelligent 3D vision systems that transform what's possible for industrial and automotive use-cases.;Sense Photonics is an RTP high technology company that enables reliable, modular, and configurable 3D sensing. The company produces advanced LiDAR and 3D sensor solutions for an autonomous vehicles, robotics, and industrial automation markets. Their core technology protected by over 200 patents enables a simple, high-performance, solid-state solution with no moving parts that can uniquely meet the rigorous performance, reliability and cost requirements for automotive and industrial applications. Sense Photonics was founded in 2016 and is based in San Francisco, California, United States.;False;True;False;False;;CB;;
Sensible 4;www.sensible4.fi/;Espoo;Finland;Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Machine Learning;Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation;Sensible 4 is an autonomous driving software company that develops self-driving vehicles for all-year round use.;Sensible4 is an autonomous driving software company that develops self-driving vehicles for all-year round use to operate smoothly and safely in changing conditions. It offers self-driving expertise to vehicle manufacturers, automotive suppliers, cities, and mobile operators. Sensible4's SAE level solution is based on the integration of AI sensor fusion. The self-driving solution consumes very little energy and requires only a minimal amount of resources. Their goal is to have self-driving shuttle fleets operate as a part of cities’ existing transportation systems. Sensible4 was founded in 2017 and is headquartered in Espoo, Southern Finland, Finland.;False;True;True;False;Active;AV;;
Sensor Cortek;www.sensorcortek.ai;Ottawa;Canada;3D Technology, Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Computer Vision, Intelligent Systems, Machine Learning, Sensor, Smart Cities, Software;Artificial Intelligence (AI), Data and Analytics, Hardware, Real Estate, Science and Engineering, Software, Transportation;Creating embedded AI solutions for the vehicle of the future.;Sensor Cortek is a company specializing in the design of embedded artificial intelligence solutions for the vehicle of the future. Our mission is to improve operational safety in self driving and advanced driver assistance systems by injecting software intelligence into automotive sensors.;False;True;False;False;Active;AV;;
Sensor.Link;www.sensor.link;Brussels;Belgium;Artificial Intelligence (AI), Autonomous Vehicles, Computer, Software;Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software, Transportation;Sensor.Link is a data authentication system for the future of mobility and delivery and smart sensing systems;Sensor.Link is a data authentication system for the future of mobility and delivery and smart sensing systems. They developing a software solution allowing companies that are deploying autonomous vehicles, delivery drones and other autonomous systems in the public space to provide proof of authenticity of sensor records and of inferential outcomes from the AI systems in these products at any point in the future. Sensor.Link provides proof that sensor data has not been tampered with in case of litigation and the companies that deploy AI products with a smart way to perform unit tests on the sensors and inferential systems, to facilitate compliance with AV legislation.;False;True;True;False;Active;AV;;
Shadow Flight Lab;www.shadowflightlab.com/;Tempe;United States;Aerospace, Autonomous Vehicles, Environmental Engineering, Government, GovTech, Homeland Security, Mechanical Engineering, Robotics;Government and Military, Hardware, Information Technology, Privacy and Security, Science and Engineering, Software, Sustainability, Transportation;Advanced Autonomous Aircraft for Conservation, Military, and Commercial Applications.;Shadow Flight Lab specializes in the rapid development of low-cost advanced autonomous flight systems for highly specialized conservation, research, and government applications. The firm’s leadership and engineering team are well-versed in engineering development, having decades of technical expertise in commercial/military aerospace, medical robotics, technology innovation, and the fielding of new products.;False;True;False;False;Closed;AV;;
Shapes AI;shapes.ai;London;United Kingdom;Analytics;Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software;Human-like Reasoning for Computer Vision;Shapes AI enables machines to reason with what they see. Our award-winning 'Deep Visual Reasoning' technology analyses scenes to automatically flag pertinent activities and behaviours. With this unprecedented AI capability, we're shaping the future of smart cities and autonomous driving. We've come together from Cambridge, Stanford, Princeton, Uber, Microsoft and beyond.;False;True;False;False;;CB;;
Shield AI;www.shield.ai;San Diego;United States;Artificial Intelligence (AI), Autonomous Vehicles, Drones, Machine Learning, National Security;Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Government and Military, Hardware, Science and Engineering, Software, Transportation;Shield AI is an artificial intelligence company that aims to protect service members and civilians with intelligent systems.;Shield AI is an artificial intelligence company founded in 2015 with the mission to protect service members and civilians with intelligent systems. The company’s Hivemind autonomy stack is the first and only autonomous AI Pilot, deployed in combat since 2018. Hivemind enables intelligent teams of aircraft to perform missions ranging from room clearance to penetrating air defense systems, and dogfighting F-16s. Backed by top-tier Silicon Valley VC funds, Shield AI has established itself as the leader in AI for aviation. Shield AI has been named to Forbes’ AI 50 and Best Startups lists, CB Insights Top 100 AI Companies, and Fast Company’s Most Innovative Companies. The company has offices and facilities in San Diego, Dallas, Washington, D.C., and Abu Dhabi.;False;True;False;False;Active;AV;;
Sigma Technology;sigmatechnology.se;Göteborg;Sweden;Animation;Design, Hardware, Information Technology, Internet Services, Media and Entertainment, Privacy and Security, Professional Services, Science and Engineering, Software, Video;Sigma Technology is a technology consulting company that offers information technology services.;Sigma Technology is a tech consulting company that offers information management, software development services, embedded systems design, cloud services, customer support solutions, graphic design services, product information, smart shore, implement technical solutions, design processes for optimal production and distribution, engineering the digital revolution, application development, AR, VR development, legacy support and redesign, autonomous driving design, electronic engineering, issue management, change management, customer support outsourcing, process development and deployment, 3d animations, motion graphics, 2d animations, e-learning, UI, and UX services. Sigma Technology is headquartered in Vastra Gotaland, Sweden and was founded in 1997.;False;True;False;False;;CB;;
SIGRA Technologies;www.sigratech.de/;Munich;Germany;Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Wireless;Artificial Intelligence (AI), Data and Analytics, Hardware, Mobile, Science and Engineering, Software, Transportation;SIGRA Technologies is platform for automotive control units (ECU), Wireless Power, Deep learning and Neural Networks for autonomous driving;TAPAS development platform for automotive control units (ECU), Wireless Power, Deep learning and Neural Networks for autonomous driving. We are a young, enthusiastic and international team that believes in electric autonomous vehicles being the future of automotive industry.;False;True;False;False;Active;AV;;
Simetric;simetric.com;Alpharetta;United States;Analytics;Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Software;Simetric is a software company providing real-time insights across carriers for the global scale of connected devices.;Simetric, the next-generation insights and management platform for your IoT ecosystem. It’s time to take control of IoT. In 2017, the Simetric team recognized an underlying need in the IoT industry- the lack of fundamental support and expertise in IoT cellular connectivity management. The existing connectivity platforms deployed by operators were built with a proprietary focus, impeding any company’s ability to manage their IoT instances across operators effectively. With the initial focus of many IoT efforts being largely automation, the limitations of competing IoT platforms were not fully recognized. At the forefront of Simetric’s original vision was the customer. We created a new platform that encompassed a unified management pane that established for a company - of any size and any type - the tools to centrally manage all connectivity needs in a Single Pane of Glass. In 2019, the company looked at what the next phase of IoT could become to unify connectivity and device performance to enable companies to not only unify non-conforming IoT platforms but also to move IoT business process execution to the device effortlessly across all the operators’ IoT platforms. We then enlisted proven executives from Microsoft, Cisco, and Verizon to further accelerate our thought leadership that unified the strengths of the cloud with the network and efforts of operators. With the global IoT market scaling into billions of cellular connections and the next horizon of needs driven heavily by 5G and autonomous driving, companies will need an IoT platform that is highly extensible and analytical for them to evolve their businesses with these technology advancements. Simetric’s comprehensive ability to unify connectivity and device management is quickly being positioned at the forefront of modern IoT efforts, positioning them to take advantage of 5G.;False;True;False;False;;CB;;
Skyfront;www.skyfront.com/;Menlo Park;United States;Aerospace, Autonomous Vehicles, Drones, Robotics;Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software, Transportation;Skyfront builds extreme endurance, fully autonomous aircraft for public safety and commercial applications.;Skyfront builds extreme endurance, autonomous aircraft for commercial and public safety applications. The company's drones fly for hours and carry large sensors to monitor, detect, and explore for a fraction of the cost of manned aircraft. Skyfront's mission is to replace manned helicopters for aerial data collection.;False;True;False;False;Active;AV;;
Slamcore;www.slamcore.com;London;United Kingdom;Artificial Intelligence (AI);Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software;Slamcore creates embedded software that uses vision to help products intelligently understand and navigate the worlds around them.;Slamcore’s mission is to make commercial-grade spatial intelligence accessible to all The team of world-leading spatial intelligence experts have developed advanced SLAM (simultaneous localization and mapping) software that allows robots and machines to truly understand the space around them. Spun out from Imperial College London, Slamcore has created real-time, commercial grade, location, mapping and perception (SLAM) software for use in industrial robots, autonomous robots, and consumer products. The Slamcore SDK enables fast prototyping and development of commercial products using visual SLAM software for autonomous location, mapping and perception. The software runs in real-time on standard compute/sensors and can be customized for commercial products using cost-effective custom compute/sensors. Through partnership with OEMs, Slamcore provides the core technology that allows robots to become a meaningful part of everyday life.;False;True;False;False;;Orsay;;
Smart Guider;www.thesmartguider.com;San Diego;United States;Apps, Assistive Technology, Autonomous Vehicles, Navigation, Robotics, Software;Apps, Hardware, Health Care, Navigation and Mapping, Science and Engineering, Software, Transportation;We are building the autonomous blind cane;Kelvin Crosby lost his vision and his ease of navigation, so he decided to solve this problem shared with 21 million other people in the U.S. by developing an autonomous blind cane, the Smart Guider. Kelvin, the Founder and CEO of Smart Guider, was born hard of hearing and lost his vision at age 19. Still, he graduated from San Diego State University with a degree in communication and went on to work with the State of California Vocational Rehabilitation Agency, helping blind people secure gainful employment. Kelvin then started an adaptive technology program to teach blind people the advanced computer skills needed to be competitive in workplace. Subsequently, he realized that many of his students had challenges independently traveling to his office, and he wanted to solve this problem. Self-driving cars were the needed inspiration. Kelvin started by teaching himself how to write the software code and built the first primitive prototype in 40 days. He then realized that he would need to build a team of specialists, and so he recruited several volunteer software developers and mechanical and electrical engineers, who have been working together to build the current prototype. The Smart Guider is an evolved blind cane that uses an intelligent robot and a motorized wheel to guide the blind person when to move forward, backward, left, or right. The tech includes GPS, lidar, ultrasonic, computer vision, and radar sensors to recognize and avoid obstacles. Wayfinding, computer vision mapping, and active RFID then plot the course. These technologies are currently being integrated into a functional prototype.;False;True;False;False;Active;AV;;
Smart Me Up;www.smartmeup.org/;Meylan;France;Artificial Intelligence (AI);Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software;Smart Me Up is a French start-up company doing advanced scientific research on embedded computer vision.;Humans continuously extract information from their surroundings. This enables them to understand and analyze their environment to quickly make smart decisions. That’s what they do. Once embedded in a chipset, their computer vision technology analyses and provides data to the devices in real-time. It instantly locates anything around the car and monitors the driver to make possible the highest safety autonomous driving.;False;True;False;False;;CB;;
